,ANO_BO,BO_INICIADO,BO_EMITIDO,DATAOCORRENCIA,HORAOCORRENCIA,PERIDOOCORRENCIA,DATACOMUNICACAO,DATAELABORACAO,FLAGRANTE,LOGRADOURO,NUMERO,CIDADE,UF,LATITUDE,LONGITUDE,DESCRICAOLOCAL,SOLUCAO,DELEGACIA_NOME,DELEGACIA_CIRCUNSCRICAO,ESPECIE,RUBRICA,STATUS,geometry
5423,2021,2021-03-26 17:13:06,2021-03-26 17:53:55,26/03/2021,14:00:00,A TARDE,2021-03-26 00:00:00,2021-03-26 17:13:06,Não,RUA MATA VIRGEM,525.0,S.PAULO,SP,-23.7129378186445,-46.6234711094372,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,04º D.P. DIADEMA,98º D.P. JARDIM MIRIAM,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6234711094372 -23.7129378186445)
5449,2021,2021-03-26 17:49:06,2021-03-26 21:27:04,26/03/2021,12:00:00,PELA MANHÃ,2021-03-26 00:00:00,2021-03-26 17:49:06,Não,RUA SAPUCAIA,206.0,S.PAULO,SP,-23.5483521497796,-46.593487519322,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,08º D.P. BRAS,08º D.P. BRAS,Ato infracional,A.I.-Receptação (art. 180) - VEICULO,Consumado,POINT (-46.593487519322 -23.5483521497796)
5452,2021,2021-03-26 17:49:06,2021-03-26 21:27:04,26/03/2021,12:00:00,PELA MANHÃ,2021-03-26 00:00:00,2021-03-26 17:49:06,Não,RUA SAPUCAIA,206.0,S.PAULO,SP,-23.5483521497796,-46.593487519322,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,08º D.P. BRAS,08º D.P. BRAS,Título II - Patrimônio (arts. 155 a 183),Furto (art. 155) - INTERIOR DE VEICULO,Consumado,POINT (-46.593487519322 -23.5483521497796)
5455,2021,2021-03-26 17:49:06,2021-03-26 21:27:04,26/03/2021,12:00:00,PELA MANHÃ,2021-03-26 00:00:00,2021-03-26 17:49:06,Não,RUA SAPUCAIA,206.0,S.PAULO,SP,-23.5483521497796,-46.593487519322,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,08º D.P. BRAS,08º D.P. BRAS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.593487519322 -23.5483521497796)
5461,2021,2021-03-26 22:29:27,2021-03-26 22:48:09,26/03/2021,14:10:00,A TARDE,2021-03-26 00:00:00,2021-03-26 22:29:27,Não,RUA JOAO LOPES DE LIMA,500.0,S.PAULO,SP,-23.6133984951585,-46.4982882800985,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,69º D.P. TEOTONIO VILELA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4982882800985 -23.6133984951585)
5489,2021,2021-03-27 01:48:13,2021-03-27 01:47:53,26/03/2021,21:00:00,A NOITE,2021-03-27 00:00:00,2021-03-27 01:48:13,Não,RUA LUIS GOMES TOURINHO,199.0,S.PAULO,SP,-23.5341165039773,-46.4257003011633,Via Pública,BO PARA INVESTIGAÇÃO,DELEGACIA ELETRONICA,68º D.P. LAGEADO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4257003011633 -23.5341165039773)
5508,2021,2021-03-27 01:51:18,2021-03-27 03:55:51,26/03/2021,21:30:00,A NOITE,2021-03-27 00:00:00,2021-03-27 01:51:18,Sim,RUA gabriel garcia marquez,64.0,S.PAULO,SP,-23.637275109943,-46.4488961391681,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Ato infracional,A.I.-Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4488961391681 -23.637275109943)
5510,2021,2021-03-27 01:51:18,2021-03-27 03:55:51,26/03/2021,21:30:00,A NOITE,2021-03-27 00:00:00,2021-03-27 01:51:18,Sim,RUA gabriel garcia marquez,64.0,S.PAULO,SP,-23.637275109943,-46.4488961391681,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4488961391681 -23.637275109943)
5532,2021,2021-03-27 11:33:27,2021-03-27 12:12:50,27/03/2021,07:35:00,PELA MANHÃ,2021-03-27 00:00:00,2021-03-27 11:33:27,Não,RUA ANTONIO COLACO,100.0,S.PAULO,SP,-23.5629506598834,-46.4030751599538,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,53º D.P. PARQUE DO CARMO,44º D.P. GUAIANAZES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4030751599538 -23.5629506598834)
5534,2021,2021-03-27 11:33:27,2021-03-27 12:12:50,27/03/2021,07:35:00,PELA MANHÃ,2021-03-27 00:00:00,2021-03-27 11:33:27,Não,RUA ANTONIO COLACO,100.0,S.PAULO,SP,-23.5629506598834,-46.4030751599538,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,53º D.P. PARQUE DO CARMO,44º D.P. GUAIANAZES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4030751599538 -23.5629506598834)
5551,2021,2021-03-27 12:22:19,2021-03-27 14:14:06,26/03/2021,15:45:00,A TARDE,2021-03-27 00:00:00,2021-03-27 12:22:19,Não,RODOVIA BR 381,82.0,S.PAULO,SP,-23.432258845,-46.5691699879999,Rodovia/Estrada,ENCAMINHAMENTO DP ÁREA DO FATO,20º D.P. AGUA FRIA,73º D.P. JACANA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - CARGA,Consumado,POINT (-46.5691699879999 -23.432258845)
5553,2021,2021-03-27 12:22:19,2021-03-27 14:14:06,26/03/2021,15:45:00,A TARDE,2021-03-27 00:00:00,2021-03-27 12:22:19,Não,RODOVIA BR 381,82.0,S.PAULO,SP,-23.432258845,-46.5691699879999,Rodovia/Estrada,ENCAMINHAMENTO DP ÁREA DO FATO,20º D.P. AGUA FRIA,73º D.P. JACANA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.5691699879999 -23.432258845)
5560,2021,2021-03-27 14:07:08,2021-03-27 14:47:55,26/03/2021,07:40:00,PELA MANHÃ,2021-03-27 00:00:00,2021-03-27 14:07:08,Não,RUA CORDAO DE S FRANCISCO,700.0,S.PAULO,SP,-23.493647203,-46.402289574,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,50º D.P. ITAIM PAULISTA,59º D.P. JARDIM DOS IPES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.402289574 -23.493647203)
5562,2021,2021-03-27 14:07:08,2021-03-27 14:47:55,26/03/2021,07:40:00,PELA MANHÃ,2021-03-27 00:00:00,2021-03-27 14:07:08,Não,RUA CORDAO DE S FRANCISCO,700.0,S.PAULO,SP,-23.493647203,-46.402289574,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,50º D.P. ITAIM PAULISTA,59º D.P. JARDIM DOS IPES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.402289574 -23.493647203)
5569,2021,2021-03-27 10:28:06,2021-03-27 16:05:33,27/03/2021,05:40:00,DE MADRUGADA,2021-03-27 00:00:00,2021-03-27 10:28:06,Não,RUA FRANCISCO ASSIS GARRIDO,1016.0,S.PAULO,SP,-23.6569067,-46.7404044,Via Pública,BO PARA REGISTRO,DELEGACIA ELETRONICA,92º D.P. PQ. SANTO ANTONIO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7404044 -23.6569067)
5588,2021,2021-03-27 17:03:35,2021-03-27 17:50:30,27/03/2021,09:30:00,PELA MANHÃ,2021-03-27 00:00:00,2021-03-27 17:03:35,Não,AVENIDA MANOEL DOS REIS ARAUJO,1237.0,S.PAULO,SP,-23.6542705626839,-46.6891644468817,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,16º D.P. VILA CLEMENTINO,99º D.P. CAMPO GRANDE,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.6891644468817 -23.6542705626839)
5590,2021,2021-03-27 17:03:35,2021-03-27 17:50:30,27/03/2021,09:30:00,PELA MANHÃ,2021-03-27 00:00:00,2021-03-27 17:03:35,Não,AVENIDA MANOEL DOS REIS ARAUJO,1237.0,S.PAULO,SP,-23.6542705626839,-46.6891644468817,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,16º D.P. VILA CLEMENTINO,99º D.P. CAMPO GRANDE,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6891644468817 -23.6542705626839)
5611,2021,2021-03-27 15:49:58,2021-03-27 19:37:50,27/03/2021,12:04:00,A TARDE,2021-03-27 00:00:00,2021-03-27 15:49:58,Sim,RUA MARTIM CORREIA DE SA,249.0,S.PAULO,SP,-23.5373073428139,-46.4005239144815,Via pública,BO PARA FLAGRANTE,50º D.P. ITAIM PAULISTA,68º D.P. LAGEADO,Localização e/ou Devolução,Localização/Apreensão de objeto,Consumado,POINT (-46.4005239144815 -23.5373073428139)
5614,2021,2021-03-27 15:49:58,2021-03-27 19:37:50,27/03/2021,12:04:00,A TARDE,2021-03-27 00:00:00,2021-03-27 15:49:58,Sim,RUA MARTIM CORREIA DE SA,249.0,S.PAULO,SP,-23.5373073428139,-46.4005239144815,Via pública,BO PARA FLAGRANTE,50º D.P. ITAIM PAULISTA,68º D.P. LAGEADO,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,POINT (-46.4005239144815 -23.5373073428139)
5617,2021,2021-03-27 15:49:58,2021-03-27 19:37:50,27/03/2021,12:04:00,A TARDE,2021-03-27 00:00:00,2021-03-27 15:49:58,Sim,RUA MARTIM CORREIA DE SA,249.0,S.PAULO,SP,-23.5373073428139,-46.4005239144815,Via pública,BO PARA FLAGRANTE,50º D.P. ITAIM PAULISTA,68º D.P. LAGEADO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4005239144815 -23.5373073428139)
5646,2021,2021-03-28 00:02:34,2021-03-28 00:48:15,27/03/2021,21:30:00,A NOITE,2021-03-27 00:00:00,2021-03-28 00:02:34,Não,RUA CASTRO LOPES,90.0,S.PAULO,SP,-23.7142117886324,-46.7811137063009,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.ITAPECERICA DA SERRA,100º D.P. JDIM HERCULANO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.7811137063009 -23.7142117886324)
5648,2021,2021-03-28 00:02:34,2021-03-28 00:48:15,27/03/2021,21:30:00,A NOITE,2021-03-27 00:00:00,2021-03-28 00:02:34,Não,RUA CASTRO LOPES,90.0,S.PAULO,SP,-23.7142117886324,-46.7811137063009,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.ITAPECERICA DA SERRA,100º D.P. JDIM HERCULANO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7811137063009 -23.7142117886324)
5663,2021,2021-03-27 22:34:25,2021-03-28 03:51:58,27/03/2021,16:25:00,A TARDE,2021-03-27 00:00:00,2021-03-27 22:34:25,Sim,RUA JORGE DUPRAT FIGUEIREDO,413.0,S.PAULO,SP,-23.6435897428043,-46.6597443735616,Via pública,BO PARA FLAGRANTE,16º D.P. VILA CLEMENTINO,35º D.P. JABAQUARA,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,POINT (-46.6597443735616 -23.6435897428043)
5666,2021,2021-03-27 22:34:25,2021-03-28 03:51:58,27/03/2021,16:25:00,A TARDE,2021-03-27 00:00:00,2021-03-27 22:34:25,Sim,RUA JORGE DUPRAT FIGUEIREDO,413.0,S.PAULO,SP,-23.6435897428043,-46.6597443735616,Via pública,BO PARA FLAGRANTE,16º D.P. VILA CLEMENTINO,35º D.P. JABAQUARA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.6597443735616 -23.6435897428043)
5669,2021,2021-03-27 22:34:25,2021-03-28 03:51:58,27/03/2021,16:25:00,A TARDE,2021-03-27 00:00:00,2021-03-27 22:34:25,Sim,RUA JORGE DUPRAT FIGUEIREDO,413.0,S.PAULO,SP,-23.6435897428043,-46.6597443735616,Via pública,BO PARA FLAGRANTE,16º D.P. VILA CLEMENTINO,35º D.P. JABAQUARA,Título II - Patrimônio (arts. 155 a 183),Receptação (art. 180) - VEICULO,Consumado,POINT (-46.6597443735616 -23.6435897428043)
5672,2021,2021-03-27 22:34:25,2021-03-28 03:51:58,27/03/2021,16:25:00,A TARDE,2021-03-27 00:00:00,2021-03-27 22:34:25,Sim,RUA JORGE DUPRAT FIGUEIREDO,413.0,S.PAULO,SP,-23.6435897428043,-46.6597443735616,Via pública,BO PARA FLAGRANTE,16º D.P. VILA CLEMENTINO,35º D.P. JABAQUARA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - RESIDENCIA,Consumado,POINT (-46.6597443735616 -23.6435897428043)
5675,2021,2021-03-27 22:34:25,2021-03-28 03:51:58,27/03/2021,16:25:00,A TARDE,2021-03-27 00:00:00,2021-03-27 22:34:25,Sim,RUA JORGE DUPRAT FIGUEIREDO,413.0,S.PAULO,SP,-23.6435897428043,-46.6597443735616,Via pública,BO PARA FLAGRANTE,16º D.P. VILA CLEMENTINO,35º D.P. JABAQUARA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6597443735616 -23.6435897428043)
5678,2021,2021-03-27 22:34:25,2021-03-28 03:51:58,27/03/2021,16:25:00,A TARDE,2021-03-27 00:00:00,2021-03-27 22:34:25,Sim,RUA JORGE DUPRAT FIGUEIREDO,413.0,S.PAULO,SP,-23.6435897428043,-46.6597443735616,Via pública,BO PARA FLAGRANTE,16º D.P. VILA CLEMENTINO,35º D.P. JABAQUARA,Título IX - Paz pública (arts. 286 a 288),Associação Criminosa (art. 288),Consumado,POINT (-46.6597443735616 -23.6435897428043)
5681,2021,2021-03-27 22:34:25,2021-03-28 03:51:58,27/03/2021,16:25:00,A TARDE,2021-03-27 00:00:00,2021-03-27 22:34:25,Sim,RUA JORGE DUPRAT FIGUEIREDO,413.0,S.PAULO,SP,-23.6435897428043,-46.6597443735616,Via pública,BO PARA FLAGRANTE,16º D.P. VILA CLEMENTINO,35º D.P. JABAQUARA,Título X - Fé pública (arts. 289 a 311),Adulteração de sinal identificador de veículo automotor (art. 311),Consumado,POINT (-46.6597443735616 -23.6435897428043)
5684,2021,2021-03-28 01:45:11,2021-03-28 03:57:15,27/03/2021,22:50:00,A NOITE,2021-03-28 00:00:00,2021-03-28 01:45:11,Não,RUA ARCIPRESTE ANDRADE,651.0,S.PAULO,SP,-23.5947101031333,-46.6077864517333,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,16º D.P. VILA CLEMENTINO,17º D.P. DOUTOR ALDO GALIANO,Acidente de trânsito,Colisão,Consumado,POINT (-46.6077864517333 -23.5947101031333)
5687,2021,2021-03-28 01:45:11,2021-03-28 03:57:15,27/03/2021,22:50:00,A NOITE,2021-03-28 00:00:00,2021-03-28 01:45:11,Não,RUA ARCIPRESTE ANDRADE,651.0,S.PAULO,SP,-23.5947101031333,-46.6077864517333,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,16º D.P. VILA CLEMENTINO,17º D.P. DOUTOR ALDO GALIANO,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,POINT (-46.6077864517333 -23.5947101031333)
5690,2021,2021-03-28 01:45:11,2021-03-28 03:57:15,27/03/2021,22:50:00,A NOITE,2021-03-28 00:00:00,2021-03-28 01:45:11,Não,RUA ARCIPRESTE ANDRADE,651.0,S.PAULO,SP,-23.5947101031333,-46.6077864517333,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,16º D.P. VILA CLEMENTINO,17º D.P. DOUTOR ALDO GALIANO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6077864517333 -23.5947101031333)
5693,2021,2021-03-27 23:41:10,2021-03-28 04:17:15,27/03/2021,22:27:00,A NOITE,2021-03-27 00:00:00,2021-03-27 23:41:10,Sim,RUA DEBORA DE MELO,10.0,S.PAULO,SP,-23.6291706669489,-46.4587080475531,Via pública,BO PARA FLAGRANTE,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Localização e/ou Devolução,Localização/Apreensão de objeto,Consumado,POINT (-46.4587080475531 -23.6291706669489)
5696,2021,2021-03-27 23:41:10,2021-03-28 04:17:15,27/03/2021,22:27:00,A NOITE,2021-03-27 00:00:00,2021-03-27 23:41:10,Sim,RUA DEBORA DE MELO,10.0,S.PAULO,SP,-23.6291706669489,-46.4587080475531,Via pública,BO PARA FLAGRANTE,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,POINT (-46.4587080475531 -23.6291706669489)
5699,2021,2021-03-27 23:41:10,2021-03-28 04:17:15,27/03/2021,22:27:00,A NOITE,2021-03-27 00:00:00,2021-03-27 23:41:10,Sim,RUA DEBORA DE MELO,10.0,S.PAULO,SP,-23.6291706669489,-46.4587080475531,Via pública,BO PARA FLAGRANTE,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Localização e/ou Devolução,Localização/Apreensão e Entrega de objeto,Consumado,POINT (-46.4587080475531 -23.6291706669489)
5702,2021,2021-03-27 23:41:10,2021-03-28 04:17:15,27/03/2021,22:27:00,A NOITE,2021-03-27 00:00:00,2021-03-27 23:41:10,Sim,RUA DEBORA DE MELO,10.0,S.PAULO,SP,-23.6291706669489,-46.4587080475531,Via pública,BO PARA FLAGRANTE,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4587080475531 -23.6291706669489)
5705,2021,2021-03-27 23:41:10,2021-03-28 04:17:15,27/03/2021,22:27:00,A NOITE,2021-03-27 00:00:00,2021-03-27 23:41:10,Sim,RUA DEBORA DE MELO,10.0,S.PAULO,SP,-23.6291706669489,-46.4587080475531,Via pública,BO PARA FLAGRANTE,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4587080475531 -23.6291706669489)
5718,2021,2021-03-28 06:56:48,2021-03-28 06:56:46,27/03/2021,21:00:00,A NOITE,2021-03-28 00:00:00,2021-03-28 06:56:48,Não,RUA DOUTOR NILTON SILVA,115.0,S.PAULO,SP,-23.5348727986024,-46.497439641688,Via Pública,BO PARA INVESTIGAÇÃO,DELEGACIA ELETRONICA,21º D.P. VILA MATILDE,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.497439641688 -23.5348727986024)
5729,2021,2021-03-28 09:48:56,2021-03-28 09:48:35,27/03/2021,23:10:00,A NOITE,2021-03-28 00:00:00,2021-03-28 09:48:56,Não,RUA MANUEL DIAS DE ABREU,318.0,S.PAULO,SP,-23.6414841549999,-46.784474925,Via Pública,BO PARA INVESTIGAÇÃO,DELEGACIA ELETRONICA,47º D.P. CAPAO REDONDO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.784474925 -23.6414841549999)
5733,2021,2021-03-28 12:11:35,2021-03-28 12:11:35,28/03/2021,10:25:00,PELA MANHÃ,2021-03-28 00:00:00,2021-03-28 12:11:35,Não,AVENIDA JACINTO MENEZES PALHARES,665.0,S.PAULO,SP,-23.5881419,-46.5637909,Via Pública,BO PARA INVESTIGAÇÃO,DELEGACIA ELETRONICA,56º D.P. VILA ALPINA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.5637909 -23.5881419)
5735,2021,2021-03-28 13:53:33,2021-03-28 13:51:20,27/03/2021,23:10:00,A NOITE,2021-03-28 00:00:00,2021-03-28 13:53:33,Não,RUA MANUEL DIAS DE ABREU,318.0,S.PAULO,SP,-23.6414841549999,-46.784474925,Via Pública,BO PARA ADENDO,DELEGACIA ELETRONICA,47º D.P. CAPAO REDONDO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.784474925 -23.6414841549999)
5746,2021,2021-03-28 14:16:22,2021-03-28 15:01:30,27/03/2021,05:00:00,DE MADRUGADA,2021-03-28 00:00:00,2021-03-28 14:16:22,Não,AVENIDA CARLOS CALDEIRA FILHO,2457.0,S.PAULO,SP,-23.6396346254652,-46.7451050787596,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,89º D.P. JARDIM TABOAO,37º D.P. CAMPO LIMPO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.7451050787596 -23.6396346254652)
5748,2021,2021-03-28 14:16:22,2021-03-28 15:01:30,27/03/2021,05:00:00,DE MADRUGADA,2021-03-28 00:00:00,2021-03-28 14:16:22,Não,AVENIDA CARLOS CALDEIRA FILHO,2457.0,S.PAULO,SP,-23.6396346254652,-46.7451050787596,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,89º D.P. JARDIM TABOAO,37º D.P. CAMPO LIMPO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7451050787596 -23.6396346254652)
5752,2021,2021-03-28 15:41:44,2021-03-28 16:39:37,28/03/2021,13:15:00,A TARDE,2021-03-28 00:00:00,2021-03-28 15:41:44,Não,RUA SAO LEONIDAS,380.0,S.PAULO,SP,-23.6596964789999,-46.700747673,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,11º D.P. SANTO AMARO,99º D.P. CAMPO GRANDE,Acidente de trânsito,Colisão,Consumado,POINT (-46.700747673 -23.6596964789999)
5755,2021,2021-03-28 15:41:44,2021-03-28 16:39:37,28/03/2021,13:15:00,A TARDE,2021-03-28 00:00:00,2021-03-28 15:41:44,Não,RUA SAO LEONIDAS,380.0,S.PAULO,SP,-23.6596964789999,-46.700747673,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,11º D.P. SANTO AMARO,99º D.P. CAMPO GRANDE,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.700747673 -23.6596964789999)
5758,2021,2021-03-28 15:41:44,2021-03-28 16:39:37,28/03/2021,13:15:00,A TARDE,2021-03-28 00:00:00,2021-03-28 15:41:44,Não,RUA SAO LEONIDAS,380.0,S.PAULO,SP,-23.6596964789999,-46.700747673,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,11º D.P. SANTO AMARO,99º D.P. CAMPO GRANDE,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.700747673 -23.6596964789999)
5764,2021,2021-03-28 17:33:30,2021-03-28 17:33:30,28/03/2021,11:50:00,PELA MANHÃ,2021-03-28 00:00:00,2021-03-28 17:33:30,Não,RUA JOÃO FREDERICO AGRÍCOLA,1.0,S.PAULO,SP,-23.436194,-46.568237,Via Pública,BO PARA INVESTIGAÇÃO,DELEGACIA ELETRONICA,73º D.P. JACANA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.568237 -23.436194)
5770,2021,2021-03-28 17:07:57,2021-03-28 18:06:35,28/03/2021,12:00:00,PELA MANHÃ,2021-03-28 00:00:00,2021-03-28 17:07:57,Não,RUA SIRIUS,56.0,S.PAULO,SP,-23.6079250948173,-46.4593416459731,Via pública,BO PARA INVESTIGAÇÃO,49º D.P. SAO MATEUS,49º D.P. SAO MATEUS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4593416459731 -23.6079250948173)
5772,2021,2021-03-28 17:07:57,2021-03-28 18:06:35,28/03/2021,12:00:00,PELA MANHÃ,2021-03-28 00:00:00,2021-03-28 17:07:57,Não,RUA SIRIUS,56.0,S.PAULO,SP,-23.6079250948173,-46.4593416459731,Via pública,BO PARA INVESTIGAÇÃO,49º D.P. SAO MATEUS,49º D.P. SAO MATEUS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4593416459731 -23.6079250948173)
5777,2021,2021-03-28 19:25:41,2021-03-28 19:23:28,28/03/2021,16:00:00,A TARDE,2021-03-28 00:00:00,2021-03-28 19:25:41,Não,AVENIDA MATEO BEI,891.0,S.PAULO,SP,-23.5914403864112,-46.4892521043084,Via Pública,BO PARA INVESTIGAÇÃO,DELEGACIA ELETRONICA,49º D.P. SAO MATEUS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4892521043084 -23.5914403864112)
5779,2021,2021-03-28 19:41:36,2021-03-28 19:41:36,28/03/2021,16:15:00,A TARDE,2021-03-28 00:00:00,2021-03-28 19:41:36,Não,RUA ZACHARIAS MOTTA FILHO,1.0,S.PAULO,SP,-23.600842857,-46.443896207,Via Pública,BO PARA INVESTIGAÇÃO,DELEGACIA ELETRONICA,49º D.P. SAO MATEUS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.443896207 -23.600842857)
5794,2021,2021-03-28 22:02:08,2021-03-28 22:02:51,28/03/2021,20:00:00,A NOITE,2021-03-28 00:00:00,2021-03-28 22:02:08,Não,RUA GALENO DE CASTRO,730.0,S.PAULO,SP,-23.6682259,-46.7044957,Via Pública,BO PARA INVESTIGAÇÃO,DELEGACIA ELETRONICA,99º D.P. CAMPO GRANDE,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7044957 -23.6682259)
5801,2021,2021-03-28 21:25:18,2021-03-28 22:33:54,27/03/2021,15:30:00,A TARDE,2021-03-28 00:00:00,2021-03-28 21:25:18,Não,RUA ARNOLDO BALDOINO WELTER,95.0,S.PAULO,SP,-23.6303850552285,-46.640683645406,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,16º D.P. VILA CLEMENTINO,35º D.P. JABAQUARA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.640683645406 -23.6303850552285)
5803,2021,2021-03-28 21:25:18,2021-03-28 22:33:54,27/03/2021,15:30:00,A TARDE,2021-03-28 00:00:00,2021-03-28 21:25:18,Não,RUA ARNOLDO BALDOINO WELTER,95.0,S.PAULO,SP,-23.6303850552285,-46.640683645406,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,16º D.P. VILA CLEMENTINO,35º D.P. JABAQUARA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.640683645406 -23.6303850552285)
